warehouse_code;sku;sku_name;dim_name;dim_step;sale_price;category;subcategory
1030;315283;Борошно з/рису нешліф.World`s rice 0,9кг;шт;1;57,49;Бакалія [2];Борошно [26]
1030;72441;Борошно пшен.Київмлин в/г 2кг;шт;1;27,08;Бакалія [2];Борошно [26]
1030;291056;Борошно пшеничне вищого гат.NOVUS 1кг;шт;1;13,08;Бакалія [2];Борошно [26]
1030;189888;Борошно пшеничне Marka Promo 2кг;шт;1;20,83;Бакалія [2];Борошно [26]
1030;1219;Борошно пшен.Хуторок в/г 5кг;шт;1;64,99;Бакалія [2];Борошно [26]
1030;72443;Борошно пшен.Білоцерків.в/г 3кг;шт;1;36,66;Бакалія [2];Борошно [26]
1030;1217;Борошно пшен.Хуторок в/г 1кг;шт;1;13,58;Бакалія [2];Борошно [26]
1030;72442;Борошно пшен.Київмлин в/г 5кг;шт;1;65,83;Бакалія [2];Борошно [26]
1030;291057;Борошно пшеничне вищого гат.NOVUS 2кг;шт;1;24,49;Бакалія [2];Борошно [26]
1030;189887;Борошно пшеничне Marka Promo 1кг;шт;1;10,83;Бакалія [2];Борошно [26]
1030;77316;Каша злакова багатозернова Ремедія 200г;шт;1;103,33;Бакалія [2];Дитяче харчування [20]
1030;77318;Каша гречана Ремедія 200г;шт;1;111,67;Бакалія [2];Дитяче харчування [20]
1030;78873;Замінник гр.м.Нан 2 Nestle з/б 800г;шт;1;307,5;Бакалія [2];Дитяче харчування [20]
1030;198099;Сік осв.Агуша груша 0% TBA Base 0,2л;шт;1;8,33;Бакалія [2];Дитяче харчування [20]
1030;228498;Замінник груд.мол.Нутрілон Пепті 400г;шт;1;249,17;Бакалія [2];Дитяче харчування [20]
1030;68198;Сік Агуша яблучний 200мл;шт;1;8,33;Бакалія [2];Дитяче харчування [20]
1030;279611;Пюре Gerber Яблуко Груша пауч 90г;шт;1;18,08;Бакалія [2];Дитяче харчування [20]
1030;2682;Вода дитяча питна Малятко 1,5л;шт;1;10,74;Бакалія [2];Дитяче харчування [20]
1030;198098;Сік осв.Агуша яблуко-груша 0,2л;шт;1;8,33;Бакалія [2];Дитяче харчування [20]
1030;335629;Суміш суха Nutrilon Комфорт 2, 300г;шт;1;145;Бакалія [2];Дитяче харчування [20]
1030;310641;Агар-агар харчовий Приправка 8 г;шт;1;17,91;Бакалія [2];Добавки для приготування їжі [24]
1030;2199;Желе Полуниця Мрія 90г;шт;1;8,74;Бакалія [2];Добавки для приготування їжі [24]
1030;274191;Лимонна кислота Marka Promo 100г;шт;1;6,08;Бакалія [2];Добавки для приготування їжі [24]
1030;2198;Желе Ківі Мрія 90г;шт;1;8,74;Бакалія [2];Добавки для приготування їжі [24]
1030;227542;Сік лимону 100% Lemoni 220мл;шт;1;22,08;Бакалія [2];Добавки для приготування їжі [24]
1030;2201;Желе Малина Мрія 90г;шт;1;8,74;Бакалія [2];Добавки для приготування їжі [24]
1030;2196;Желе Вишня Мрія 90г;шт;1;8,74;Бакалія [2];Добавки для приготування їжі [24]
1030;2195;Желе Апельсин Мрія 90г;шт;1;8,74;Бакалія [2];Добавки для приготування їжі [24]
1030;196852;Начинка макова SantaVita Bakers 500г;шт;1;64,16;Бакалія [2];Добавки для приготування їжі [24]
1030;71811;Цукор ванільний Dr.Oetker 8г;шт;1;2,41;Бакалія [2];Добавки для приготування їжі [24]
1030;288509;Кава Якобз Монарх без кофеїну 60г;шт;1;64,99;Бакалія [2];Кава,какао [21]
1030;278413;Кава мел.нат.Еспрессо Кава зі Львова225г;шт;1;39,99;Бакалія [2];Кава,какао [21]
1030;77064;Кава в зер.нат.Ар.Іллі 100% см.з/б 250г;шт;1;274,17;Бакалія [2];Кава,какао [21]
1030;204914;Какао темне Dr.Oetker 100г*20шт;шт;1;39,16;Бакалія [2];Кава,какао [21]
1030;261650;Кава нат.роз.Нескафе Есп.м/уп.120г;шт;1;165,83;Бакалія [2];Кава,какао [21]
1030;253658;Кава мел.Ambassador Nero вак.уп. 225г;шт;1;49,16;Бакалія [2];Кава,какао [21]
1030;311393;Кава мелена Якобз Монарх Інтенс 450г;шт;1;125,83;Бакалія [2];Кава,какао [21]
1030;288491;Кава натур.Преміум Кава зі Львова 225г;шт;1;79,99;Бакалія [2];Кава,какао [21]
1030;269963;Кава мелена Якобз Монарх 230г;шт;1;76,66;Бакалія [2];Кава,какао [21]
1030;3451;Кава розчинна 3в1 MacCoffee 20г;шт;1;2,49;Бакалія [2];Кава,какао [21]
1030;186083;Горошок зелений Верес із мозков.сор.200г;шт;1;18,74;Бакалія [2];Консерв.овочі і конс.напівфабрикати [2C]
1030;198379;Горошок зелений з/б Marka Promo 400г;шт;1;15,74;Бакалія [2];Консерв.овочі і конс.напівфабрикати [2C]
1030;208412;Оливки Iberica з кісточкою 420г;шт;1;52,49;Бакалія [2];Консерв.овочі і конс.напівфабрикати [2C]
1030;298194;Перець вишн.з пр.смет/сир.Almito 320мл;шт;1;108,33;Бакалія [2];Консерв.овочі і конс.напівфабрикати [2C]
1030;45334;Кукурудза нiжна Bonduelle, ж/б, 170г;шт;1;25,83;Бакалія [2];Консерв.овочі і конс.напівфабрикати [2C]
1030;327173;Опеньки мариновані з овочами РІО 360г;шт;1;49,99;Бакалія [2];Консерв.овочі і конс.напівфабрикати [2C]
1030;227535;Оливки з/к конс.паст.Feudo Verde 170г;шт;1;10,83;Бакалія [2];Консерв.овочі і конс.напівфабрикати [2C]
1030;345788;Оливки зелені з кісточкою Bodega 350г;шт;1;33,33;Бакалія [2];Консерв.овочі і конс.напівфабрикати [2C]
1030;179605;Кукурудза по-мекс.Bond.E.Gоld з/б 340г;шт;1;39,99;Бакалія [2];Консерв.овочі і конс.напівфабрикати [2C]
1030;334826;Квасоля біла Fiamma 400 г;шт;1;23,33;Бакалія [2];Консерв.овочі і конс.напівфабрикати [2C]
1030;31654;Мед Різнотрав'я Бартник с/б 400г;шт;1;52,49;Бакалія [2];Консерв.фрукти,компоти,варення,мед [2D]
1030;125525;Ананас кільця в сиропі Lorado з/б 580мл;шт;1;38,33;Бакалія [2];Консерв.фрукти,компоти,варення,мед [2D]
1030;2031;Джем Малина з цукром Верес 370г;шт;1;40,83;Бакалія [2];Консерв.фрукти,компоти,варення,мед [2D]
1030;64010;Ананас шматочки в сиропі Rio з/б 580мл;шт;1;37,08;Бакалія [2];Консерв.фрукти,компоти,варення,мед [2D]
1030;64008;Ананас кіл.сироп.RIO з/б 580мл;шт;1;41,66;Бакалія [2];Консерв.фрукти,компоти,варення,мед [2D]
1030;31651;Мед Липовий Бартник 400г;шт;1;81,66;Бакалія [2];Консерв.фрукти,компоти,варення,мед [2D]
1030;125528;Персики половинки в сир.Lorado з/б 850мл;шт;1;41,66;Бакалія [2];Консерв.фрукти,компоти,варення,мед [2D]
1030;244425;Мед натуральний липовий Novus 450г;шт;1;57,08;Бакалія [2];Консерв.фрукти,компоти,варення,мед [2D]
1030;66044;Варення Малина Дари Ланів 360г;шт;1;39,99;Бакалія [2];Консерв.фрукти,компоти,варення,мед [2D]
1030;348091;Варення Малина Novus с/б 380г;шт;1;27,08;Бакалія [2];Консерв.фрукти,компоти,варення,мед [2D]
1030;194801;Рис Єгипетський World's Rice 1кг;шт;1;58,33;Бакалія [2];Крупа [28]
1030;70978;Рис круглий БестА Єгипетський 500г;шт;1;29,99;Бакалія [2];Крупа [28]
1030;71012;Крупа пшенична Артек БестА 700г;шт;1;24,16;Бакалія [2];Крупа [28]
1030;315302;Булгур з італійс.травами Олімп 0,7 кг;шт;1;21,66;Бакалія [2];Крупа [28]
1030;329999;Крупи гречані не/смаж Pere ПЕТ 800г;шт;1;64,16;Бакалія [2];Крупа [28]
1030;226115;Крупа гречана Novus 1кг;шт;1;34,58;Бакалія [2];Крупа [28]
1030;315228;Насіння Чіа Salubre a votre sante 200г;шт;1;49,16;Бакалія [2];Крупа [28]
1030;295164;Булгур класичний Олімп 700г;шт;1;18,74;Бакалія [2];Крупа [28]
1030;273895;Крупа кукурудзяна Полента 450г;шт;1;21,66;Бакалія [2];Крупа [28]
1030;313770;Протеїн конопляний Десналенд д/пак 250г;шт;1;182,5;Бакалія [2];Крупа [28]
1030;186210;Макарони Santini Spaghet.Tagliat.74 500г;шт;1;39,58;Бакалія [2];Макаронні вироби [27]
1030;23344;Макарони рис.д/суш ХоккайДоКл.Верм.300г;шт;1;74,16;Бакалія [2];Макаронні вироби [27]
1030;332589;Макарони Оречієтте Пуглєсі30 LM 500г;шт;1;32,49;Бакалія [2];Макаронні вироби [27]
1030;312521;Вермішель бобова фунчоза Ячман 200г;шт;1;45,83;Бакалія [2];Макаронні вироби [27]
1030;196618;Вироби мак.Лапша Тал.La Pasta Гніз.400г;шт;1;35,41;Бакалія [2];Макаронні вироби [27]
1030;281525;Макарони Барілла Букатіні №9 500г;шт;1;33,33;Бакалія [2];Макаронні вироби [27]
1030;69671;Макарони Barilla Лазан'я Ово 500г;шт;1;99,17;Бакалія [2];Макаронні вироби [27]
1030;326223;Вермішель рисова тайська Golden lion500г;шт;1;64,99;Бакалія [2];Макаронні вироби [27]
1030;184940;Макарони Divella Penne ziti rigate 500г;шт;1;19,58;Бакалія [2];Макаронні вироби [27]
1030;201423;Виріб макарон.Divella Spaghettini 500г;шт;1;19,58;Бакалія [2];Макаронні вироби [27]
1030;1676;Маргарин Щедро Памп.д/п.в.№2 250г;шт;1;14,08;Бакалія [2];Маргарин,жири,майонез [2H]
1030;326198;Майонез золотий 50% Щедро 150гр д/пак;шт;1;7,99;Бакалія [2];Маргарин,жири,майонез [2H]
1030;274195;Соус майон.30% См.як зав.Олком п/е 650г;шт;1;27,49;Бакалія [2];Маргарин,жири,майонез [2H]
1030;290596;Соус майон.Щедро Салатний 30% д/п 350г;шт;1;14,83;Бакалія [2];Маргарин,жири,майонез [2H]
1030;297935;Майонез Оріджинал 67% Щедро д/п 0,35г;шт;1;33,33;Бакалія [2];Маргарин,жири,майонез [2H]
1030;30114;Майонез Королівський смак 67% д/п 180г;шт;1;10,24;Бакалія [2];Маргарин,жири,майонез [2H]
1030;317218;Майонез Беларускія традыцыі 67% д/п300г;шт;1;19,99;Бакалія [2];Маргарин,жири,майонез [2H]
1030;297931;Майонез Домашній 50% Торчин 300г;шт;1;19,16;Бакалія [2];Маргарин,жири,майонез [2H]
1030;241711;Майонез 67% Провансаль Щедро ф/п 190г;шт;1;10,33;Бакалія [2];Маргарин,жири,майонез [2H]
1030;288495;Соус Майонезній Делікатесний Торчин 580г;шт;1;24,16;Бакалія [2];Маргарин,жири,майонез [2H]
1030;335180;Гранола с шоколадом Bona vita 500г м/у;шт;1;79,16;Бакалія [2];Мюслі,каші,сухі сніданки,пластівці [29]
1030;253986;Сніданок гот.зерн.Вес.Роджер Start! 500г;шт;1;53,33;Бакалія [2];Мюслі,каші,сухі сніданки,пластівці [29]
1030;183587;Мюслі з полуницею Bona Vita 375г;шт;1;49,99;Бакалія [2];Мюслі,каші,сухі сніданки,пластівці [29]
1030;331897;Готовий Сніданок Лайон Nestle 450г;шт;1;61,66;Бакалія [2];Мюслі,каші,сухі сніданки,пластівці [29]
1030;295154;Гранола Доброго ранку Фінік+Кокос 140г;шт;1;32,91;Бакалія [2];Мюслі,каші,сухі сніданки,пластівці [29]
1030;268267;Готовий Сніданок Несквік ДУО пакет 460г;шт;1;61,66;Бакалія [2];Мюслі,каші,сухі сніданки,пластівці [29]
1030;173846;Пластівці мультізернові натур.Axa 500г;шт;1;58,33;Бакалія [2];Мюслі,каші,сухі сніданки,пластівці [29]
1030;270414;Пластівці вів.швид.приг.Marka Promo 500г;шт;1;12,16;Бакалія [2];Мюслі,каші,сухі сніданки,пластівці [29]
1030;253988;Кульки Duo Start! 500г;шт;1;53,33;Бакалія [2];Мюслі,каші,сухі сніданки,пластівці [29]
1030;243146;Пластівці кукур.медові Золоте зерно 300г;шт;1;24,58;Бакалія [2];Мюслі,каші,сухі сніданки,пластівці [29]
1030;313538;Олія олив.нераф.Monterreal 750мл с/б;шт;1;207,5;Бакалія [2];Олія [2G]
1030;302163;Молоко кокосове орг.Біонатураліс 400мл;шт;1;74,16;Бакалія [2];Олія [2G]
1030;12598;Олія олив.E.V.Rafael Salgado 500мл;шт;1;190,83;Бакалія [2];Олія [2G]
1030;79773;Олія кунжутна Golden Kings Ukr.350мл;шт;1;157,5;Бакалія [2];Олія [2G]
1030;273196;Олія з насіння гарбуза NOVUS 250мл;шт;1;104,17;Бакалія [2];Олія [2G]
1030;340169;Олія ол.1го х.в.екскл.Mytholio с/б 250мл;шт;1;70,83;Бакалія [2];Олія [2G]
1030;224294;Олія олив.н/раф.1-го х.від.Monterreal 1л;шт;1;215,83;Бакалія [2];Олія [2G]
1030;224292;Олія олив.н/раф.1-го х.від.Romeria 0,5л;шт;1;115,83;Бакалія [2];Олія [2G]
1030;297944;Олія сон.рафін.Олейна Пресова 0,5л;шт;1;17,49;Бакалія [2];Олія [2G]
1030;2002;Олія соняш.раф.Чумак 500мл;шт;1;18,74;Бакалія [2];Олія [2G]
1030;218549;Розчин оцтов.кислоти 9% Marka Promo0,91л;шт;1;10,83;Бакалія [2];Оцет,гірчиця,хрін [2E]
1030;67119;Оцет яблучний 6% Anri 850мл;шт;1;25,83;Бакалія [2];Оцет,гірчиця,хрін [2E]
1030;46456;Оцет яблучний Kuhne 0,75л;шт;1;64,16;Бакалія [2];Оцет,гірчиця,хрін [2E]
1030;264873;Лимонний сік 100% Lemoni 370мл;шт;1;29,58;Бакалія [2];Оцет,гірчиця,хрін [2E]
1030;218548;Гірчиця Вінницька тв/о Marka Promo 250г;шт;1;9,16;Бакалія [2];Оцет,гірчиця,хрін [2E]
1030;110282;Гiрчиця Російська гостра Верес с/б 190г;шт;1;14,83;Бакалія [2];Оцет,гірчиця,хрін [2E]
1030;179012;Гірчиця Торчин Козацька дойпак 130г;шт;1;7,49;Бакалія [2];Оцет,гірчиця,хрін [2E]
1030;110284;Гiрчиця Французька Верес с/б 190г;шт;1;15,83;Бакалія [2];Оцет,гірчиця,хрін [2E]
1030;302819;Гірчиця Французька в зернах Novus 190г;шт;1;10,83;Бакалія [2];Оцет,гірчиця,хрін [2E]
1030;2018;Гірчиця Французька Верес д/п 130г;шт;1;9,49;Бакалія [2];Оцет,гірчиця,хрін [2E]
1030;58548;Кардамон Еко 6г;шт;1;13,74;Бакалія [2];Прянощі [23]
1030;58576;Трави Італійські Еко 10г;шт;1;6,24;Бакалія [2];Прянощі [23]
1030;90944;Суміш перців Мрія 20г;шт;1;12,74;Бакалія [2];Прянощі [23]
1030;44165;Приправа Vegeta 250г;шт;1;43,33;Бакалія [2];Прянощі [23]
1030;58546;Куркума Еко 20г;шт;1;7,16;Бакалія [2];Прянощі [23]
1030;58545;Імбир Еко 20г;шт;1;7,24;Бакалія [2];Прянощі [23]
1030;58538;Лист лавровий Еко 10г;шт;1;4,91;Бакалія [2];Прянощі [23]
1030;58540;Гвоздика Еко 20г;шт;1;18,33;Бакалія [2];Прянощі [23]
1030;58529;Перець чорний мелений Еко 20г;шт;1;9,99;Бакалія [2];Прянощі [23]
1030;58539;Горіх мускатний мелений Еко 10г;шт;1;7,24;Бакалія [2];Прянощі [23]
1030;310318;Батончик Текмар протеїн. шоколад 0,06 кг;шт;1;37,08;Бакалія [2];Різні солодощі [2K]
1030;328705;Халва cон. Зебра з какао Novus 70 гр;шт;1;4,16;Бакалія [2];Різні солодощі [2K]
1030;43952;Крем шоколадний Cebe Нусса Дуо 400г;шт;1;81,66;Бакалія [2];Різні солодощі [2K]
1030;26694;Зефір з апельсиновою начинкою Жако 300г;шт;1;29,58;Бакалія [2];Різні солодощі [2K]
1030;328711;Халва cоняшникова з арахісом Novus ваг;кг;0,1;49,99;Бакалія [2];Різні солодощі [2K]
1030;46133;Паста горіхово-шоколадна Nutella 350г;шт;1;95;Бакалія [2];Різні солодощі [2K]
1030;289692;Мармелад нат.Кошенята/Мішки СвітБокс;шт;1;62,49;Бакалія [2];Різні солодощі [2K]
1030;252988;Зефiр глазурований Novus 265г;шт;1;24,16;Бакалія [2];Різні солодощі [2K]
1030;180610;Зефір жув.крейд.аром.сун.Ліс.казка 75г;шт;1;11,24;Бакалія [2];Різні солодощі [2K]
1030;282403;Батончик горіх з медом Tekmar 35г;шт;1;11,66;Бакалія [2];Різні солодощі [2K]
1030;25162;Сіль морська дрібна Salute di Mare 600г;шт;1;15,49;Бакалія [2];Сіль [2A]
1030;340133;Сіль нат.дрібна гім.Salt Odyssey м/у 1кг;шт;1;62,49;Бакалія [2];Сіль [2A]
1030;340134;Сіль нат.крупна гім.Salt Odyssey м/у 1кг;шт;1;62,49;Бакалія [2];Сіль [2A]
1030;90683;Сіль йод.харч.морська натур.Морячка 1кг;шт;1;14,41;Бакалія [2];Сіль [2A]
1030;1431;Сіль кам'яна кухонна Артемсіль 1,5кг;шт;1;6,99;Бакалія [2];Сіль [2A]
1030;35242;Сіль йод.Артемсіль 1,5кг;шт;1;8,24;Бакалія [2];Сіль [2A]
1030;25161;Сіль йод.морськ.дріб.Salute di Mare 600г;шт;1;15,83;Бакалія [2];Сіль [2A]
1030;195611;Сіль харчова гімал.рож.Приправка 200г;шт;1;13,24;Бакалія [2];Сіль [2A]
1030;25164;Сіль морс.харч.серед.Salute di Mare 750г;шт;1;17,91;Бакалія [2];Сіль [2A]
1030;257081;Сіль з травами Хуторок 0,2 кг;шт;1;12,99;Бакалія [2];Сіль [2A]
1030;191806;М'ясо Яловичина Техас.Наггет.Обjerky 50г;шт;1;81,66;Бакалія [2];Снеки [2L]
1030;331745;Анчоуси Морские 60г;шт;1;34,16;Бакалія [2];Снеки [2L]
1030;271090;Путасу сушена солона Морські 36г;шт;1;22,49;Бакалія [2];Снеки [2L]
1030;180655;Чіпси Lorenz Naturals Rosеmary 100г;шт;1;41,66;Бакалія [2];Снеки [2L]
1030;337117;Норі снек гострий Ock-Dong-JA 4,5г;шт;1;14,83;Бакалія [2];Снеки [2L]
1030;264882;Чіпси карт.см.кур.крил.Лейс Maxx 120г;шт;1;28,33;Бакалія [2];Снеки [2L]
1030;337118;Норі снек з васабі Ock-Dong-JA 4,5г;шт;1;14,83;Бакалія [2];Снеки [2L]
1030;228908;Снеки карт.Монстер Манч кетч.Lorenz 75г;шт;1;33,33;Бакалія [2];Снеки [2L]
1030;18628;Чіпси бекон PRINGLES BECON 165г;шт;1;69,16;Бакалія [2];Снеки [2L]
1030;221826;Палички кукур.солодкі Кукузаврики 80г;шт;1;9,16;Бакалія [2];Снеки [2L]
1030;247243;Соус Соєвий Класичний Akura 1л;шт;1;59,99;Бакалія [2];Соуси,кетчупи [2F]
1030;326170;Кетчуп томат. дет. Хайнц 300г п/п;шт;1;55,83;Бакалія [2];Соуси,кетчупи [2F]
1030;180330;СоусТорчин Азіатський дойпак 200г;шт;1;14,99;Бакалія [2];Соуси,кетчупи [2F]
1030;87587;Паста томатна Руна 25% 490г;шт;1;34,99;Бакалія [2];Соуси,кетчупи [2F]
1030;38716;Соус соєвий Bonsai Premium Клас.1л;шт;1;70,83;Бакалія [2];Соуси,кетчупи [2F]
1030;302798;Соус соєвий класичний Торчин с/б, 190мл;шт;1;25,83;Бакалія [2];Соуси,кетчупи [2F]
1030;312117;Соус барбекю Heinz п/п 220мл;шт;1;73,33;Бакалія [2];Соуси,кетчупи [2F]
1030;317208;Кетчуп лагідний Торчин д/п 540г;шт;1;21,24;Бакалія [2];Соуси,кетчупи [2F]
1030;302808;Соус соєвий теріякі Хоккайдо с/б 200 мл;шт;1;33,33;Бакалія [2];Соуси,кетчупи [2F]
1030;136923;Кетчуп Чумак Шашлик д/п 450г;шт;1;14,99;Бакалія [2];Соуси,кетчупи [2F]
1030;110815;Місо-суп порційний Хокайдо Клуб 111г;шт;1;66,66;Бакалія [2];Супи,бульйони [25]
1030;189823;Пюре картоп. смак вершків 40гRollton;шт;1;8,24;Бакалія [2];Супи,бульйони [25]
1030;144243;Вермішель Мівіна Куряча гостра 60г;шт;1;4,99;Бакалія [2];Супи,бульйони [25]
1030;172581;Суп-пюре кур.Гар.кружка грін.Торчин 12г;шт;1;7,24;Бакалія [2];Супи,бульйони [25]
1030;119197;Вермішель ш/п з грибами Роллтон 60г;шт;1;4,74;Бакалія [2];Супи,бульйони [25]
1030;119194;Вермішель ш/п з куркою Роллтон 60г;шт;1;4,74;Бакалія [2];Супи,бульйони [25]
1030;144242;Вермішель Мівіна Куряча не гостра 60г;шт;1;4,99;Бакалія [2];Супи,бульйони [25]
1030;270083;Локшина яєчна з ялов.чаша 75г Роллтон;шт;1;14,16;Бакалія [2];Супи,бульйони [25]
1030;326867;Макарони шв.приг ял/соус/том/бази BB75г;шт;1;11,16;Бакалія [2];Супи,бульйони [25]
1030;316170;Вермішель шв.приг.см.свинини Мівіна 60г;шт;1;4,99;Бакалія [2];Супи,бульйони [25]
1030;340014;Цукерки праліне з малиною Світоч ваг;кг;0,1;199,17;Бакалія [2];Цукерки, жувальні гумки [2I]
1030;339249;Асорті ш.цук. з н.Amor.Mieszko 276 гр;шт;1;115,83;Бакалія [2];Цукерки, жувальні гумки [2I]
1030;249874;Цукерки жув.Джуссі Гаммі Олів.ябл.85г;шт;1;21,58;Бакалія [2];Цукерки, жувальні гумки [2I]
1030;339294;Набір ш.цукер.з лікер.Лимон Mieszko ваг;кг;0,1;249,17;Бакалія [2];Цукерки, жувальні гумки [2I]
1030;347780;Цукерки з карам.мигд.Монблан Roshen ваг;кг;0,1;224,17;Бакалія [2];Цукерки, жувальні гумки [2I]
1030;204656;Цукерки Любімов Пташ.мол.чор.шок.150г;шт;1;34,99;Бакалія [2];Цукерки, жувальні гумки [2I]
1030;305811;Цукерки Льв.Трюфель Смак Горіху ваг;кг;0,1;165,83;Бакалія [2];Цукерки, жувальні гумки [2I]
1030;319466;Цукерки б.ц.міні зі см.м’яти Холз 12.5г;шт;1;12,91;Бакалія [2];Цукерки, жувальні гумки [2I]
1030;338819;Цукерки Нуга Рошен ваг;кг;0,1;77,49;Бакалія [2];Цукерки, жувальні гумки [2I]
1030;227240;Цукерки Ведмедик клиш.Лісова казка ваг;кг;0,1;107,5;Бакалія [2];Цукерки, жувальні гумки [2I]
1030;259560;Цукор білий кристалічний Novus 1кг;шт;1;15,66;Бакалія [2];Цукор,замінники,крохмал,сода [2B]
1030;185157;Цукор трост.коричн.пісок Демерара 500г;шт;1;73,33;Бакалія [2];Цукор,замінники,крохмал,сода [2B]
1030;315092;Цукор трост.нераф.GOODWAY 500г;шт;1;62,49;Бакалія [2];Цукор,замінники,крохмал,сода [2B]
1030;171043;Сода Брянська харчова в ПЕТ- банці 0,3кг;шт;1;13,91;Бакалія [2];Цукор,замінники,крохмал,сода [2B]
1030;273748;Цукор пресований Novus 750г;шт;1;15,83;Бакалія [2];Цукор,замінники,крохмал,сода [2B]
1030;338252;Цукор трост.Саркара прод.стік 100*5 500г;шт;1;56,66;Бакалія [2];Цукор,замінники,крохмал,сода [2B]
1030;255091;Цукор біл.кр.ІІІ кат.Саркара Продукт 3кг;шт;1;55,83;Бакалія [2];Цукор,замінники,крохмал,сода [2B]
1030;189268;Цукор білий кристалічний Marka Promo 1кг;шт;1;12,91;Бакалія [2];Цукор,замінники,крохмал,сода [2B]
1030;250042;Цукор Хуторок 800г;шт;1;16,66;Бакалія [2];Цукор,замінники,крохмал,сода [2B]
1030;305722;Цукор білий порц. І кат. Novus 0,5 кг;шт;1;14,49;Бакалія [2];Цукор,замінники,крохмал,сода [2B]
1030;179025;Чай чорн.Earl Gr.Fantasy Greenfield 200г;шт;1;77,49;Бакалія [2];Чай [22]
1030;259226;Чай Greenfield Strawberry G.1,5г*25 пак;шт;1;43,33;Бакалія [2];Чай [22]
1030;159583;Чай чорний Azercay Extra 2г*25шт;шт;1;39,16;Бакалія [2];Чай [22]
1030;6974;Чай фрук.Малина Карпатський 1,5г*20шт;шт;1;17,49;Бакалія [2];Чай [22]
1030;2471;Чай чор.шм.я.Фор.Фр.Lipton п.з/я 2г*20ш;шт;1;31,24;Бакалія [2];Чай [22]
1030;6977;Чай т.Меліса Карпатський п.б/я 1,5гр*20ш;шт;1;11,58;Бакалія [2];Чай [22]
1030;3215;Чай трав.R.Cam.Greenfield п.з/я1,5г*25шт;шт;1;43,33;Бакалія [2];Чай [22]
1030;267326;Чай Lipton Tasty For.Tea 25 пак .UA45г;шт;1;29,99;Бакалія [2];Чай [22]
1030;99611;Чай чор.Golden Цейл.Greenfield 2г*100шт;шт;1;145;Бакалія [2];Чай [22]
1030;209426;Чай з.Lovare картон 24*2г 4*6;шт;1;31,66;Бакалія [2];Чай [22]
1030;34303;Шоколад ч.гор.Millennium Gold 100г;шт;1;28,33;Бакалія [2];Шоколадні плитки, батончики, фігурки [2J]
1030;201006;Шоколад Корона чорний без додатків 85г;шт;1;16,66;Бакалія [2];Шоколадні плитки, батончики, фігурки [2J]
1030;131510;Шоколад Еxcel.екст.пер.чілі Lindt 100г;шт;1;78,33;Бакалія [2];Шоколадні плитки, батончики, фігурки [2J]
1030;313563;Шоколад ч.з імб/лимон Світоч Екск.100г;шт;1;34,16;Бакалія [2];Шоколадні плитки, батончики, фігурки [2J]
1030;311846;Шоколад т. з марц.нач.Pergale 100 г;шт;1;20,83;Бакалія [2];Шоколадні плитки, батончики, фігурки [2J]
1030;196112;Батончик Лайон Арахіс Світоч 40г;шт;1;8,83;Бакалія [2];Шоколадні плитки, батончики, фігурки [2J]
1030;308609;Батон шок.з ромовою начинкою Рошен 43г;шт;1;7,41;Бакалія [2];Шоколадні плитки, батончики, фігурки [2J]
1030;291153;Шоколад м.з кар.н.,ар та д.рис.Milka 37г;шт;1;11,24;Бакалія [2];Шоколадні плитки, батончики, фігурки [2J]
1030;339264;Шоколад чорний з сол.кар.Belgian 90гр;шт;1;46,66;Бакалія [2];Шоколадні плитки, батончики, фігурки [2J]
1030;128316;Шоколад ціл.гор.мол.кар.напов.Milka 300г;шт;1;86,67;Бакалія [2];Шоколадні плитки, батончики, фігурки [2J]
1030;3279;Напій газований Pepsi Cola 2л;шт;1;24,99;Напої,цигарки [3];Безалкогольні напої [30]
1030;329234;Вода мін. н/г Моршинська спорт 0,5л пет;шт;1;9,99;Напої,цигарки [3];Безалкогольні напої [30]
1030;810;Напій газований Живчик 1л;шт;1;13,58;Напої,цигарки [3];Безалкогольні напої [30]
1030;1691;Напій газований Coca-cola 0,25л;шт;1;11,66;Напої,цигарки [3];Безалкогольні напої [30]
1030;1700;Напій газований Fanta Апельсин 0,5л;шт;1;9,91;Напої,цигарки [3];Безалкогольні напої [30]
1030;1722;Напій тонізуючий газ.Schweppes 1л;шт;1;17,49;Напої,цигарки [3];Безалкогольні напої [30]
1030;120454;Напій негазований Живчик 2л;шт;1;18,33;Напої,цигарки [3];Безалкогольні напої [30]
1030;285788;Нектар виногр./ябл./гранат.Sandora 0,95л;шт;1;28,74;Напої,цигарки [3];Безалкогольні напої [30]
1030;137333;Сік Садочок Мультивітамінний 0,95л;шт;1;19,99;Напої,цигарки [3];Безалкогольні напої [30]
1030;6192;Напій газований Pepsi Cola з/б 0,33л;шт;1;8,16;Напої,цигарки [3];Безалкогольні напої [30]
1030;112771;Вино 0,75л.біл.н/сол.Late Harv.Frontera;шт;1;111,67;Напої,цигарки [3];Вино [32]
1030;72238;Вино 0,75л.бiле сух.Совін.-Бл.Gato Negro;шт;1;165,83;Напої,цигарки [3];Вино [32]
1030;211550;Вино 0,75л 12% с.б.Giacondi Chardonnay;шт;1;124,17;Напої,цигарки [3];Вино [32]
1030;641;Вино 0,75л.біле н/сол.Мускат Коблево;шт;1;56,66;Напої,цигарки [3];Вино [32]
